OFFER_ID,OFFER_DESC,OFFER_TYPE,PRICE,VALIDITY_UNIT,VALIDITY
60155,BONUS 15Mins MTNBIZ150,VOICE_BUNDLE,540,LS_VOICE_01,DAY(S)
60155,BONUS 15Mins MTNBIZ150,VOICE_BUNDLE,540,LS_VOICE_01,DAY(S)
60155,BONUS 15Mins MTNBIZ150,VOICE_BUNDLE,540,LS_VOICE_01,DAY(S)
60156,BONUS 30Mins MTNBIZ300,VOICE_BUNDLE,335,LS_VOICE_01,DAY(S)
60156,BONUS 30Mins MTNBIZ300,VOICE_BUNDLE,335,LS_VOICE_01,DAY(S)
60156,BONUS 30Mins MTNBIZ300,VOICE_BUNDLE,335,LS_VOICE_01,DAY(S)
60156,BONUS 30Mins MTNBIZ300,VOICE_BUNDLE,335,LS_VOICE_01,DAY(S)
60157,BONUS 60Mins MTNBIZ4Mbps,VOICE_BUNDLE,965,LS_VOICE_01,DAY(S)
60157,BONUS 60Mins MTNBIZ4Mbps,VOICE_BUNDLE,965,LS_VOICE_01,DAY(S)
60157,BONUS 60Mins MTNBIZ4Mbps,VOICE_BUNDLE,965,LS_VOICE_01,DAY(S)
60157,BONUS 60Mins MTNBIZ4Mbps,VOICE_BUNDLE,965,LS_VOICE_01,DAY(S)
60158,BONUS 80Mins MTNBIZ8Mbps,VOICE_BUNDLE,135,LS_VOICE_01,DAY(S)
60158,BONUS 80Mins MTNBIZ8Mbps,VOICE_BUNDLE,135,LS_VOICE_01,DAY(S)
60158,BONUS 80Mins MTNBIZ8Mbps,VOICE_BUNDLE,135,LS_VOICE_01,DAY(S)
60158,BONUS 80Mins MTNBIZ8Mbps,VOICE_BUNDLE,135,LS_VOICE_01,DAY(S)
60159,.MAXIVOICE 44 mins vers MTN a 365F,VOICE_BUNDLE,365,LS_VOICE_01,DAY(S)
60159,.MAXIVOICE 44 mins vers MTN a 365F,VOICE_BUNDLE,365,LS_VOICE_01,DAY(S)
60159,.MAXIVOICE 44 mins vers MTN a 365F,VOICE_BUNDLE,365,LS_VOICE_01,DAY(S)
60159,.MAXIVOICE 44 mins vers MTN a 365F,VOICE_BUNDLE,365,LS_VOICE_01,DAY(S)
60160,Forfait Mix 23Min+250MB+30SMS-1J,VOICE_BUNDLE,550,LS_VOICE_MIX_01,DAY(S)
60160,Forfait Mix 23Min+250MB+30SMS-1J,VOICE_BUNDLE,550,LS_VOICE_MIX_01,DAY(S)
60160,Forfait Mix 23Min+250MB+30SMS-1J,VOICE_BUNDLE,550,LS_VOICE_MIX_01,DAY(S)
60160,Forfait Mix 23Min+250MB+30SMS-1J,VOICE_BUNDLE,550,LS_VOICE_MIX_01,DAY(S)
60160,Forfait Mix 23Min+250MB+30SMS-1J,VOICE_BUNDLE,550,LS_VOICE_MIX_01,DAY(S)
